PWS ID,PWS Name,PWS Type,Owner Type
CA4400908,LOS ALTOS ROD AND GUN CLUB,Transient non-community system,Private
CA3100114,OLIVERS GROCERY,Transient non-community system,Private
CA5201083,BARTELS' GIANT BURGER,Transient non-community system,Private
CA3103234,EVERYBODY'S INN,Transient non-community system,Private
CA3107318,SIERRA WOODS LODGE,Transient non-community system,Private
CA3106937,LOOMIS LAND INC SENIOR CARE VILLA WATER,Non-Transient non-community system,Private
CA5200527,HUNTER'S FISHING RESORT,Community water system,Private
CA3107338,WAKE ISLAND WATER SYSTEM,Transient non-community system,Private
CA5200551,WOODSON BRIDGE MHP,Community water system,Private
CA3100058,DUTCH FLAT MUTUAL,Community water system,Private
CA1900075,BLEICH FLATS MUTUAL,Community water system,Private
CA5400567,TOOLEVILLE MUTUAL NON PROFIT WATER ASSOC,Community water system,Private
CA5510024,SONORA WATER COMPANY INC,Community water system,Private
CA4700881,DOCTOR'S PARK OWNERS ASSOCIATION,Non-Transient non-community system,Private
CA2000605,WHISPERING PINES MHP,Community water system,Private
CA2210925,YOSEMITE TERRACE ESTATES,Community water system,Private
CA1510015,OILDALE MWC,Community water system,Private
CA4800786,MIDWAY FOODS,Transient non-community system,Private
CA4901216,BLUE HERON RESTAURANT,Transient non-community system,Private
CA4900653,LONE PINE MUTUAL WATER COMPANY,Community water system,Private
CA4901287,ROCHIOLI WINERY,Transient non-community system,Private
CA1200538,MYERS FLAT M.W.S. INC.,Community water system,Private
CA1910191,"NORWALK - CITY, WATER DEPT.",Community water system,Local government
CA5400795,WAUKENA ELEMENTARY SCHOOL,Non-Transient non-community system,Local government
CA5010028,"CERES, CITY OF",Community water system,Local government
CA0900649,SOUTH SHORE RECREATION AREA,Non-Transient non-community system,Federal government
CA4901008,HESSEL CHURCH,Transient non-community system,Private
CA4901309,HILTON MUTUAL WATER COMPANY,Community water system,Private
CA4900620,AUSTIN ACRES MUTUAL WATER COMPANY,Community water system,Private
CA1000588,BEAR FLAG FARMS,Transient non-community system,Private
CA2410004,CITY OF LIVINGSTON,Community water system,Local government
CA4900545,"BRANGER MUTUAL WATER COMPANY, INC.",Community water system,Private
CA2210503,YOSEMITE NPS-YOSEMITE VALLEY,Community water system,Federal government
CA5510500,YOSEMITE NPS-TUOLUMNE MEADOWS,Transient non-community system,Federal government
CA5510503,YOSEMITE NPS-HODGDON MEADOW,Community water system,Federal government
CA5510504,YOSEMITE NPS-WHITE WOLF,Transient non-community system,Federal government
CA2210508,YOSEMITE NPS-CRANE FLAT,Transient non-community system,Federal government
CA2010500,YOSEMITE NPS-MARIPOSA GROVE,Transient non-community system,Federal government
CA2210515,YOSEMITE NPS-EL PORTAL,Community water system,Federal government
CA2210513,YOSEMITE NPS-BADGER PASS,Transient non-community system,Federal government
CA2210512,YOSEMITE NPS-BRIDALVEIL CRK,Transient non-community system,Federal government
CA2210511,YOSEMITE NPS-GLACIER POINT,Transient non-community system,Federal government
CA5403054,"PFFJ, LLC",Non-Transient non-community system,Private
CA5403053,NS MINI MART,Transient non-community system,Private
CA5500233,SONORA EAST CENTER,Transient non-community system,Private
CA5500057,LONG BARN PROPERTY OWNERS,Community water system,Private
CA4900795,STONEGATE MOBILE HOME PARK,Community water system,Private
CA1900907,SHERWOOD MOBILE HOME PARK,Community water system,Private
CA5500124,MONO VISTA RANCH MHP,Community water system,Private
CA5500005,GUS S STEAKHOUSE,Transient non-community system,Private
CA0810001,CITY OF CRESCENT CITY,Community water system,Local government
CA2300870,"CASPAR CREEK LEARNING COMMUNITY, INC.",Non-Transient non-community system,Private
CA5403047,CASILLAS WATER SYSTEM,Transient non-community system,Private
CA2210510,YOSEMITE NPS-WAWONA,Community water system,Federal government
CA2210516,YOSEMITE NPS-ARCH ROCK,Transient non-community system,Federal government
CA5500272,SPICER MEADOW CAMPGROUND,Transient non-community system,State government
CA4100502,UC ELKUS RANCH,Transient non-community system,State government
CA5500074,SIERRA VILLAGE MUTUAL WATER CO,Community water system,Private
CA5500049,LAKE TULLOCH CAMPGRD & MARINA,Transient non-community system,Private
CA2300668,POINT CABRILLO HIGHLANDS,Community water system,Private
CA4300546,SIERRA ROAD IMPROVEMENT ASSOCIATION INC,Community water system,Private
CA1502545,SCHWEIKART WATER SYSTEM,Community water system,Private
CA1000360,COTTON WEST AG MANAGEMENT,Non-Transient non-community system,Private
CA1910169,WALNUT PARK MUTUAL WATER CO.,Community water system,Private
CA2300829,ROUND VALLEY HIGH SCHOOL,Non-Transient non-community system,Local government
CA2300830,ROUND VALLEY ELEMENTARY SCHOOL,Non-Transient non-community system,Local government
CA1000399,SAF-T-CAB,Non-Transient non-community system,Private
CA2300826,MANCHESTER UNION ELEMENTARY SCHOOL,Non-Transient non-community system,Local government
CA1900717,CASA DULCE ESTATES,Community water system,Private
CA4900817,CASA DEL MAR,Non-Transient non-community system,Private
CA3410021,SAN JUAN WATER DISTRICT,Community water system,Local government
CA4800812,WEST WIND WINERY,Transient non-community system,Private
CA2610700,USMC/MTN WARFARE TRNG CTR - BRIDGEPORT,Community water system,Federal government
CA2610701,USMC - HOUSING COLEVILLE,Community water system,Federal government
CA3210003,CITY OF PORTOLA,Community water system,Local government
CA1310302,SONNY BONO SALTON SEA WILDLIFE REFUGE,Transient non-community system,Federal government
CA1500574,INDIAN HILLS RANCH CAMPGROUND,Transient non-community system,Private
CA3610854,SEARLES VALLEY MINERALS OPERATIONS INC,Community water system,Private
CA4500290,PINE GROVE MOBILEHOME PARK,Community water system,Private
CA2400347,CLAUSEN MEAT COMPANY,Non-Transient non-community system,Private
CA3210005,GRAEAGLE WATER COMPANY,Community water system,Private
CA0800861,RESERVATION RANCH,Community water system,Private
CA3600064,CAMP WATERMAN MWC,Community water system,Private
CA3200188,GREENHORN CREEK CSD,Community water system,Local government
CA1900158,LITTLE BALDY WATER,Community water system,Private
CA1000596,SCE MID CANYON MACHINE SHOP,Non-Transient non-community system,Private
CA0707623,WILCOX STATION RANCH,Community water system,Private
CA4900875,KENWOOD VINEYARDS AND WINERY,Non-Transient non-community system,Private
CA0706110,BYRON AIRPORT,Transient non-community system,Local government
CA2800027,NICKEL & NICKEL WINERY,Non-Transient non-community system,Private
CA1900154,TIERRA BONITA MUTUAL WATER,Community water system,Private
CA1900146,SUNNYSIDE FARMS MUTUAL WATER COMPANY,Community water system,Private
CA5305107,SO TRINITY UNIFIED SCHOOL DIST.,Non-Transient non-community system,Local government
CA1503576,ANTHONY VINEYARDS WATER SYSTEM,Transient non-community system,Private
CA5401089,CLM-ESHOM CAMPGROUND,Transient non-community system,Private
CA5400889,CLM-STONY CREEK CAMPGROUND,Transient non-community system,Private
CA5400890,CLM-FIR & COVE GROUP CAMPGROUNDS,Transient non-community system,Federal government
CA4700884,SHASTINA MOBILE ESTATES,Community water system,Private
CA4600082,PACKER LAKE LODGE,Transient non-community system,Private
CA3200165,CEDAR LODGE MOTEL,Transient non-community system,Private
CA3200030,ELWELL LODGE,Transient non-community system,Private
CA3200111,FEATHER RIVER COMMUNITY COLLEGE,Non-Transient non-community system,State government
CA3200031,GRAY EAGLE LODGE,Transient non-community system,Private
CA1000457,CHURCH OF THE REDEEMER,Transient non-community system,Private
CA5310003,TRINITY CENTER M.W.C.          .,Community water system,Private
CA4900794,SUNSET PARK COMMUNITY,Community water system,Private
CA1500209,ALTA SIERRA MUTUAL WATER CO.,Community water system,Private
CA5410014,TIPTON COMMUNITY SERVICES DIST,Community water system,Local government
CA1500578,LONG CANYON WATER COMPANY CORP.,Community water system,Private
CA1000411,O'NEILL VINTNERS & DISTILLERS,Non-Transient non-community system,Private
CA2700042,NOBLE FARMS-GROWERS TRANSPLANT WS,Non-Transient non-community system,Private
CA5500048,DON PEDRO REC AG:FLEM.MEADOWS,Community water system,Local government
CA5500274,DON PEDRO REC AG:BLUE OAKS,Transient non-community system,Local government
CA5500077,SLIDE INN SNOWBOWL WATER CO,Community water system,Private
CA5500132,MARBLE QUARRY RESORT,Transient non-community system,Private
CA5500201,LA CASA LOMA RIVER STORE,Transient non-community system,Private
CA2702203,GARLAND PARK,Transient non-community system,Private
CA4400825,ROARING CAMP RAILROAD INC,Transient non-community system,Private
CA1900843,CALIFORNIAN MOBILE HOME PARK,Community water system,Private
CA4901343,STUHLMULLER VINEYARDS,Transient non-community system,Private
CA4200747,VISTA DE LAS CRUCES,Non-Transient non-community system,Local government
CA3710318,SAN PASQUAL BATTLEFIELD STATE PARK,Transient non-community system,State government
CA4200693,ELLWOOD MUTUAL WATER COMPANY,Community water system,Private
CA3301293,GREEN ACRES MOBILE PARK,Transient non-community system,Private
CA1900155,WILSONA GARDENS MUTUAL,Community water system,Private
CA0707613,WILLOW MOBILE HOME PARK,Community water system,Local government
CA2000611,COARSEGOLD SCHOOL,Non-Transient non-community system,Local government
CA4200631,LOS PRIETOS IMPROVEMENT ASSOCIATION,Transient non-community system,Private
CA2800680,WILD HORSE VALLEY RANCH,Transient non-community system,Private
CA2900115,THE WHEELHOUSE,Transient non-community system,Public/Private
CA3901480,ABF FREIGHT WATER SYSTEM,Non-Transient non-community system,Private
CA4400526,BIG REDWOOD PARK WATER,Community water system,Private
CA3901031,132 INVESTMENTS WATER SYSTEM,Community water system,Private
CA1900649,GOLDEN SANDS MOBILE HOME PARK,Community water system,Private
CA0707620,CANYON SCHOOL,Non-Transient non-community system,Local government
CA2000517,CENTRAL CAMP WATER COMPANY,Transient non-community system,Private
CA2800186,TURTLE ROCK,Transient non-community system,Private
CA2702325,FERNWOOD WS,Community water system,Private
CA2702021,SALINAS TRANSPLANT WS,Transient non-community system,Private
CA2702256,NORTH SHORE ESTATES  WS,Community water system,Private
CA2702554,HIDDEN CANYON RANCH MWC,Community water system,Private
CA1000465,BATTH DEHYDRATOR,Non-Transient non-community system,Private
CA4900644,BRIDGEHAVEN PARK,Community water system,Private
CA0110019,GOLDEN GATE CHURCH,Transient non-community system,Private
CA4300741,MIREVAL IMPROVEMENT ASSOCIATION,Community water system,Private
CA5603301,BRANDEIS BARDIN INSTITUTE,Non-Transient non-community system,Private
CA1910053,HEMLOCK MUTUAL WATER CO.,Community water system,Private
CA3500804,"SEMINIS VEGETABLES SEEDS, INC.",Non-Transient non-community system,Private
CA4900508,"CAZADERO WATER COMPANY, INC. (PUC)",Community water system,Private
CA5610006,YERBA BUENA WATER COMPANY,Community water system,Private
CA4800755,MIDWAY RV PARK,Transient non-community system,Private
CA3610057,RIVERSIDE HIGHLAND WATER COMPANY,Community water system,Private
CA1910246,LAND PROJECTS MUTUAL WATER CO.,Community water system,Private
CA4500106,RIO VISTA MOBILEHOME ESTATES,Community water system,Private
CA1910102,PALMDALE WATER DIST.,Community water system,Local government
CA3600283,DEPARTMENT OF WATER AND POWER,Community water system,Local government
CA3600395,BIG BEAR SHORES RV RESORT,Transient non-community system,Private
CA3610022,DWP - FAWNSKIN,Community water system,Local government
CA3610044,BIG BEAR LAKE DWP - BIG BEAR SYSTEM,Community water system,Local government
CA4901251,SAFARI WEST,Non-Transient non-community system,Private
CA1000151,ARMENIAN CHURCH CAMP,Transient non-community system,Private
CA4800784,WOODEN VALLEY WINERY,Transient non-community system,Private
CA2300636,CLEONE CAMPGROUND AND GROCERY,Transient non-community system,Private
CA1510005,"DELANO, CITY OF",Community water system,Local government
CA3110042,TAHOE SWISS VILLAGE UTILITY,Community water system,Private
CA0910024,GLENRIDGE WATER COMPANY,Transient non-community system,Private
CA3910027,MOUNTAIN HOUSE COMMUNITY SERVICES DIST.,Community water system,Local government
CA4700521,SISKIYOU CO.SERVICE AREA #5/CARRICK,Community water system,Local government
CA4710009,"WEED, CITY OF",Community water system,Local government
CA2210927,YOSEMITE BUG HOSTEL,Transient non-community system,Private
CA4900934,SONOMA WINE SHOP,Transient non-community system,Private
CA4900641,SUNRISE MOUNTAIN MUTUAL WATER COMPANY,Community water system,Private
CA2500503,CALIFORNIA PINES C.S.D.,Community water system,Local government
CA3000819,LOS ALAMITOS RACE COURSE,Non-Transient non-community system,Private
CA3710029,OLIVENHAIN MWD,Community water system,Local government
CA1700676,U-WANNA CAMP,Transient non-community system,Private
CA2300717,CREEKSIDE CABINS & RV RESORT,Community water system,Private
CA0400067,FEATHER RIVER SCHOOL,Non-Transient non-community system,Private
CA4901446,SONOMA PACIFIC PALLET COMPANY,Non-Transient non-community system,Private
CA2210930,NEW LIFE CHRISTIAN FELLOWSHIP,Transient non-community system,Private
CA1900751,EASTSIDE UNION SCHOOL DISTRICT,Non-Transient non-community system,Local government
CA2800648,WINE COUNTRY INN,Non-Transient non-community system,Private
CA4800574,DANA RANCH,Community water system,Private
CA4500024,USFS/LASSEN HAT CREEK CAMPGRND,Transient non-community system,Federal government
CA4500030,USFS/LASSEN HAT CR WORK CENTER,Transient non-community system,Federal government
CA3200704,LNF ALMANOR CG,Transient non-community system,Federal government
CA1800569,LNF-EAGLE LAKE RANGER STATION,Non-Transient non-community system,Federal government
CA3310008,MISSION SPRINGS WD,Community water system,Local government
CA3310081,PALM SPRINGS CREST,Community water system,Local government
CA3310078,WEST PALM SPRINGS VILLAGE,Community water system,Local government
CA5102009,CHURCH OF GLAD TIDINGS,Non-Transient non-community system,Private
CA4900812,FRIEDMAN BROTHERS HARDWARE,Non-Transient non-community system,Private
CA0400111,RIVER REFLECTIONS RV & CAMPGROUND,Transient non-community system,Private
CA0400117,FALLING ROCK RV PARK,Transient non-community system,Private
CA0400120,BIDWELL PARK GOLF COURSE,Transient non-community system,Local government
CA0400123,HUMBOLDT HIGHLANDS MUTUAL,Community water system,Private
CA0400132,WILD GOOSE DUCK CLUB,Transient non-community system,Private
CA0400133,LUNDBERG RICE PRODUCTS,Non-Transient non-community system,Private
