PWS ID,PWS Type,PWS Name,Owner Type
CA4500173,Community water system,CASSEL PARK MUTUAL WATER CO,Private
CA5000473,Non-Transient non-community system,EXCELL CENTER,Private
CA5000474,Non-Transient non-community system,"STRATOS WAY WATER COMPANY, INC",Private
CA5000482,Transient non-community system,"CHEMURGIC AGRICULTURAL CHEMICALS, INC.",Private
CA5000484,Non-Transient non-community system,UNITED PALLET SERVICES INC WATER SYSTEM,Private
CA5000486,Transient non-community system,"ROBERTS FERRY NUT CO, INC (WS)",Private
CA5000487,Transient non-community system,J & J FARM FRESH PRODUCE & BAKERY,Private
CA5000490,Transient non-community system,MOUNTAIN VIEW CHATOM RECREATION,Private
CA5000061,Community water system,MARTIN'S MOBILE HOME COURT,Private
CA5100160,Transient non-community system,VERONA VILLAGE RIVER RESORT,Private
CA4901324,Non-Transient non-community system,FRITSCH INDUSTRIAL PARK,Private
CA1500216,Community water system,OPAL FRY AND SON,Private
CA4901082,Transient non-community system,MAZZOCCO WINERY,Private
CA4910009,Community water system,"SANTA ROSA, CITY OF",Local government
CA3600534,Transient non-community system,DE BENNEVILLE PINES,Private
CA3601147,Transient non-community system,RILEY'S FARM,Private
CA3601148,Transient non-community system,RILEY'S LOG CABIN FARM,Private
CA3601149,Transient non-community system,GREEN VALLEY CAMPGROUND,Federal government
CA3601150,Non-Transient non-community system,BIG BEAR ADMINISTRATION,Federal government
CA3601151,Transient non-community system,NEWBERRY COMMUNITY SERVICES,Local government
CA3500903,Non-Transient non-community system,SAN JUAN OAKS GOLF CLUB,Private
CA2300736,Transient non-community system,CASPAR BEACH RV PARK,Private
CA1710008,Community water system,NICE MUTUAL WATER COMPANY,Private
CA4700577,Non-Transient non-community system,BIG SPRINGS UNION ELEM. SCHOOL,Local government
CA0800635,Transient non-community system,KAMP KLAMATH CORP.,Private
CA4901214,Non-Transient non-community system,ADOBE CHRISTIAN CHURCH,Private
CA4901215,Non-Transient non-community system,PLUMFIELD ACADEMY (OCCIDENTAL RD.),Private
CA0605005,Transient non-community system,KINGDOM HALL OF JEHOVAH'S WITNESS-WMS,Private
CA3510302,Transient non-community system,CSP HOLLISTER HILLS SVRA,State government
CA1910239,Community water system,"LAKEWOOD - CITY, WATER DEPT.",Local government
CA1500546,Community water system,HARVEST MOON MUTUAL WATER CO,Private
CA0410012,Community water system,SFWP-BANGOR,Local government
CA0410006,Community water system,SFWP-MINERS RANCH,Local government
CA3110042,Community water system,TAHOE SWISS VILLAGE UTILITY,Private
CA0910024,Transient non-community system,GLENRIDGE WATER COMPANY,Private
CA3110012,Community water system,AGATE BAY WATER COMPANY,Private
CA1000261,Transient non-community system,LAKERIDGE CAMPING/BOATING RSRT,Private
CA0310001,Community water system,CITY OF JACKSON,Local government
CA1000360,Non-Transient non-community system,COTTON WEST AG MANAGEMENT,Private
CA4300939,Non-Transient non-community system,"COUNTRYSIDE MUSHROOMS, INC.",Private
CA5110007,Community water system,SUTTER COMMUNITY S.D.,Local government
CA1900817,Community water system,CLEAR SKIES MOBILE HOME RANCH,Private
CA1910218,Community water system,LA HABRA HEIGHTS CWD,Local government
CA1910017,Community water system,SANTA CLARITA WATER DIVISION,Local government
CA4510302,Transient non-community system,DP&R - MCARTHUR-BURNEY FALLS SP,State government
CA4700541,Community water system,CHATEAU SHASTA MOBILE HOME & RV PARK,Private
CA1710003,Community water system,HIGHLANDS MUTUAL WATER COMPANY,Private
CA1900552,Transient non-community system,ANGELES CREST CHRISTIAN CAMP,Private
CA4901042,Transient non-community system,MICHEL-SCHLUMBERGER FINE WINE ESTATE,Private
CA1910169,Community water system,WALNUT PARK MUTUAL WATER CO.,Private
CA2300830,Non-Transient non-community system,ROUND VALLEY ELEMENTARY SCHOOL,Local government
CA2300829,Non-Transient non-community system,ROUND VALLEY HIGH SCHOOL,Local government
CA1900130,Community water system,DEL RIO MUTUAL,Private
CA1500461,Community water system,FOUNTAIN TRAILER PARK WATER,Public/Private
CA3810006,Transient non-community system,HHW&P-EARLY INTAKE CPD-SFPUC,Local government
CA3810005,Transient non-community system,HHW&P-O'SHAUGHNESSY DAM CPD-SFPUC,Local government
CA3810003,Community water system,HHW&P MOCCASIN COMPOUND-SFPUC,Local government
CA4900728,Community water system,EVERGREEN MOBILE ESTATES,Private
CA4900551,Community water system,MELITA HEIGHTS MUTUAL WATER COMPANY,Private
CA1700544,Community water system,LAKE COUNTY CSA 7 - BONANZA SPRINGS,Local government
CA1700574,Community water system,LAKE COUNTY CSA 18 - STARVIEW,Local government
CA1700563,Community water system,LAKE COUNTY CSA 22 - MT. HANNAH,Local government
CA1700554,Community water system,LAKE COUNTY CSA 13 - KONO TAYEE,Local government
CA1700516,Community water system,LAKE COUNTY CSA 16 - PARADISE VALLEY,Local government
CA1710007,Community water system,KELSEYVILLE CO WATERWORKS DISTRICT 3,Local government
CA1710022,Community water system,LAKE COUNTY CSA 20 - SODA BAY,Local government
CA1710021,Community water system,LAKE COUNTY CSA 21 - NORTH LAKEPORT,Local government
CA1710018,Community water system,LAKE COUNTY CSA 2 - SPRING VALLEY,Local government
CA1700672,Transient non-community system,BOATHOUSE RESTAURANT,Private
CA0800647,Non-Transient non-community system,REDWOOD MAINT. & OPER.,Local government
CA0800649,Non-Transient non-community system,MARGARET KEATING MAIN. & OPER.,Local government
CA3110049,Community water system,TAHOE PARK WATER CO - SKYLAND/NIELSEN,Private
CA3110047,Community water system,TALMONT RESORT IMPROVEMENT DISTRICT,Public/Private
CA3110018,Community water system,TAHOE PARK WATER COMPANY,Private
CA1900827,Community water system,HILLCREST MOBILE HOME PARK,Private
CA4900643,Community water system,MOUNT WESKE ESTATES MUTUAL WATER COMPANY,Private
CA3500552,Community water system,VENTURE ESTATES MWC,Private
CA4900847,Transient non-community system,DUNCANS MILLS TRADING COMPANY,Private
CA4901060,Transient non-community system,DUNCANS MILLS CAMPING CLUB,Private
CA1500491,Non-Transient non-community system,INTERSTATE 5 PROPERTIES,Private
CA5602120,Non-Transient non-community system,VINEYARD MUTUAL WATER COMPANY/INDUSTRIAL,Private
CA2210907,Non-Transient non-community system,MUSD - CATHEYS VALLEY ELEMENTARY SCHOOL,Local government
CA5100135,Transient non-community system,EAST NICOLAUS MWC,Private
CA4210002,Community water system,LOS ALAMOS COMMUNITY SER DIST,Local government
CA4900676,Community water system,SEQUOIA GARDENS MOBILE HOME PARK,Private
CA4300986,Non-Transient non-community system,CINNABAR HILLS GOLF CLUB,Private
CA4700828,Transient non-community system,CAMP CREEK CAMPGROUND-PP&L,Private
CA4900679,Non-Transient non-community system,FORT ROSS SCHOOL DISTRICT,Local government
CA4800818,Transient non-community system,PEDRICK PRODUCE,Private
CA1910159,Community water system,TRACT 180 MUTUAL WATER CO.,Private
CA1910191,Community water system,"NORWALK - CITY, WATER DEPT.",Local government
CA5610019,Community water system,CAMARILLO WATER DEPT,Local government
CA1000135,Transient non-community system,USFS/DINKEY CREEK WORK CENTER,Federal government
CA1000136,Non-Transient non-community system,USFS/TRIMMER WORK CENTER,Federal government
CA1000134,Transient non-community system,USFS/GLEN MEADOW  WORK CENTER,Federal government
CA2000636,Transient non-community system,SIERRA SKY RANCH WATER SYSTEM,Public/Private
CA1000061,Community water system,MUSICK MEADOWS #2,Private
CA2100584,Non-Transient non-community system,MCEVOY RANCH WATER SYSTEM,Private
CA2000637,Transient non-community system,DELGADO'S WATER SYSTEM,Public/Private
CA2000647,Community water system,JOHN HOVANNISIAN WATER SYSTEM,Private
CA1000508,Transient non-community system,SIERRA LUTHERAN CHURCH,Private
CA2110350,Community water system,NPS GGNRA,Federal government
CA4901392,Transient non-community system,ARISTA WINERY,Private
CA1000050,Transient non-community system,HUCKLEBERRY WATER DEVELOPMENT,Private
CA1510021,Community water system,"WASCO, CITY OF",Local government
CA5403154,Non-Transient non-community system,WILLITTS EQUIPMENT,Private
CA2700503,Community water system,ASSISI MWC,Private
CA5200544,Non-Transient non-community system,VINA ELEMENTARY SCHOOL,Local government
CA5200545,Community water system,MODERN VILLAGE MWC,Private
CA5200546,Community water system,ANTELOPE-HOMEWOOD MHP,Private
CA5200547,Community water system,GATEWAY MOBILE HOME PARK,Private
CA5200548,Community water system,LASSEN VIEW WATER DISTRICT,Private
CA5200556,Community water system,MAYWOOD MOBILE HOME PARK,Private
CA5200558,Community water system,RIVER VIEW MHC LLC,Private
CA5200559,Community water system,ABBEY OF NEW CLAIRVAUX,Private
CA5200560,Community water system,MIRA MONTE WATER CO.,Private
CA5200562,Community water system,PONDEROSA SKY RANCH WATER,Private
CA4500178,Transient non-community system,LAKESHORE VILLA CENTER,Private
CA4500185,Transient non-community system,TSASDI RESORT,Private
CA4500192,Transient non-community system,SHASTA LAKE MOTEL,Private
CA4500273,Transient non-community system,USFS - MARINERS PT/SKI ISLAND,Federal government
CA4500208,Transient non-community system,CLEAR CREEK MARKET,Private
CA4500303,Community water system,TUCKER OAKS EAST WATER DISTRICT,Private
CA4500216,Transient non-community system,SUN OAKS RACQUET CLUB,Private
CA4500306,Transient non-community system,RIVERVIEW INN,Private
CA4500219,Community water system,CREEKSIDE MOBILEHOME PARK,Private
CA4500310,Transient non-community system,USFS - AH-DI-NA CAMPGROUND,Federal government
CA4500220,Transient non-community system,JONES VALLEY RESORT,Private
CA4500313,Community water system,SHASTA CO CSA # 8 PALO CEDRO,Local government
CA4500231,Transient non-community system,CHURN CREEK GOLF COURSE,Private
CA4500314,Community water system,SHASTA CO CSA # 13 ALPINE MEADOWS,Local government
CA4500315,Non-Transient non-community system,UNITED PARCEL SVC - ANDERSON,Private
CA4500241,Transient non-community system,MISTER TACO,Private
CA4500316,Transient non-community system,RANCHERIA RV PARK,Private
CA3200165,Transient non-community system,CEDAR LODGE MOTEL,Private
CA4500245,Transient non-community system,PG&E - PSEA CAMP PIT,Private
CA4500322,Non-Transient non-community system,BLACK BUTTE JUNIOR HIGH SCHOOL,Local government
CA3601155,Non-Transient non-community system,SPECIALTY MINERALS INC,Private
CA3601089,Non-Transient non-community system,GEN AMERICAN TRANS CORP,Private
CA3600783,Transient non-community system,BLUE SKY MEADOWS SCIENCE INSTITUTE,Private
CA4901105,Transient non-community system,CAMP ROYANEH,Private
CA1000528,Transient non-community system,BEAR MOUNTAIN PIZZA,Private
CA3601070,Transient non-community system,CADIZ INC,Private
CA4710002,Community water system,CITY OF DUNSMUIR,Local government
CA1700530,Community water system,COBB MOUNTAIN WATER COMPANY,Private
CA1502004,Transient non-community system,"ANDREWS AG., INC",Private
CA4901299,Transient non-community system,PETRIFIED FOREST,Private
CA5301008,Community water system,PINE COVE RV PARK,Private
CA1900008,Transient non-community system,BIG ROCK CREEK CAMP,Private
CA1503655,Transient non-community system,BILLINGSLEY DVM WATER SYSTEM,Private
CA1900767,Community water system,GOLDEN VALLEY MUNICIPAL WATER DISTRICT,Private
CA3000811,Non-Transient non-community system,CRESCENT WATER ASSOCIATION,Private
CA3500524,Non-Transient non-community system,RIVER OAKS R.V.P.,Private
CA1710005,Community water system,LUCERNE WATER CO. - CAL WATER SERVICE,Private
CA5200005,Non-Transient non-community system,TEHAMA CO.-WALNUT ST. COMPLEX,Local government
CA1502600,Community water system,WEGIS MUTUAL WATER COMPANY,Private
CA3000825,Community water system,SOUTH MIDWAY CITY MUTUAL WATER CO.,Private
CA0800557,Community water system,HUNTER VALLEY CSD,Local government
CA2010005,Community water system,YOSEMITE SPRING PARK UTIL CO,Private
CA1500336,Community water system,BURLANDO HEIGHTS MUTUAL WATER CO.,Private
CA4900853,Transient non-community system,PACK JACK BAR-B-QUE/WITHERS WATER,Private
CA1200544,Community water system,REDCREST WATER WORKS,Private
CA1000399,Non-Transient non-community system,SAF-T-CAB,Private
CA3510001,Community water system,"HOLLISTER, CITY OF",Local government
CA2300826,Non-Transient non-community system,MANCHESTER UNION ELEMENTARY SCHOOL,Local government
CA2300635,Transient non-community system,REDWOODS RIVER RESORT & CAMPGROUND,Private
CA2300663,Community water system,HARWOOD WATER SYSTEM,Private
CA5301101,Community water system,TREASURE CREEK WOODS MWC,Private
CA4700542,Community water system,ABRAMS LAKE MOBILE ESTATES,Private
CA4700546,Community water system,CAL ORE TRAIL MOBILE ESTATES,Private
CA1502699,Community water system,EAST WILSON ROAD WATER COMPANY,Private
CA2300606,Community water system,LAKE VIEW MUTUAL WATER CO.,Private
CA4300831,Community water system,MT. EDEN MUTUAL WATER COMPANY,Private
CA4710800,Non-Transient non-community system,DEADWOOD CONSERVATION CAMP,State government
CA4900599,Community water system,RANDAL'S RANCHETTE MUTUAL WATER COMPANY,Private
CA4010831,Non-Transient non-community system,ESTRELLA CORRECTIONAL FACILITY,State government
CA1000462,Transient non-community system,FOUR BAR C FARMS,Private
CA1510023,Community water system,LAKE OF THE WOODS MWC,Private
CA5410025,Community water system,WOODVILLE PUBLIC UTILITY DIST,Local government
CA1910056,Community water system,LAKE ELIZABETH MUTUAL WATER CO.,Private
CA0800632,Transient non-community system,KLAMATH RIVER RV PARK,Private
CA5710007,Community water system,ESPARTO C.S.D.,Local government
CA1400007,Community water system,SIERRA HIGHLAND CSD,Local government
CA2210926,Non-Transient non-community system,YOSEMITE VIEW LODGE,Private
CA2210900,Non-Transient non-community system,CEDAR LODGE RESORT,Private
CA0510010,Community water system,VALLEY SPRINGS PUD,Local government
CA1000577,Non-Transient non-community system,DUNLAP LEADERSHIP ACADEMY,State government
CA1000316,Non-Transient non-community system,KINGS CANYON HIGH SCHOOL,Local government
CA1000196,Non-Transient non-community system,RIVERVIEW SCHOOL,Private
CA1000193,Non-Transient non-community system,NAVELENCIA SCHOOL,Local government
CA1000185,Non-Transient non-community system,GREAT WESTERN ELEMENTARY SCHOOL,Local government
CA1000184,Non-Transient non-community system,DUNLAP K-8 SCHOOL,Local government
CA1000180,Non-Transient non-community system,ALTA ELEMENTARY SCHOOL,Local government
CA1500415,Non-Transient non-community system,TEJON RANCH GRAPEVINE WATER,Private
CA1500413,Community water system,TEJON RANCH MAIN HEADQUARTERS,Private
CA1900843,Community water system,CALIFORNIAN MOBILE HOME PARK,Private
