Regulating_agency,County,SystemID,System_Name,System_Type,Institution_type,Connections,Population,Inactivation_Date,Activity_date_from_tool,Date_combined,Receiving_Water_System,Receiving_System_ID,Receiving_System_Institution_Type,Issue_SWRCB,Issue_summary,Issue_capacity,Issue_quality,Issue_TMF,Issue_disaster,Issue_sustainability,Funding_Source,Consolidation_Type,Physical_or_Mangerial,Mandatory_or_voluntary,Story_link,long,lat,Data_source,Notes,Notes_Suzanne,Remove?,2016_proxydata_pop_con_type_county,Number_systems_involved,Unique_project,Consolidatedsystem_primary_source_combined,EPA_2021_source,Consolidatedsystem_primary_source_combinedFINAL,Receiving_2021_source,Receiving_2021_pop,Receiving_2021_systemtype,Distance(m),Prox_ord,CES_Receiving_Polygon,DistNote,Vetted_address,GEOID,NAME,Race.estimate.total.x,B03002_001M,Race.white.alone.x,B03002_003M,Race.black.alone.x,B03002_004M,Race.native.alone.x,B03002_005M,Race.asian.alone.x,B03002_006M,Race.PI.alone.x,B03002_007M,Race.hispanicorlatino.x,B03002_012M,Median.hh.income,B19013_001M,Tenure.estimate.total.x,B25003_001M,Tenure.owner.x,B25003_002M,Tenure.renter.x,B25003_003M,Households.total.x,B11001_001M,SHAPE_Leng_receiving,SHAPE_Area_receiving,Households.total.y,Income.aggregatecount,Race.asian.alone.y,Race.black.alone.y,Race.estimate.total.y,Race.hispanicorlatino.y,Race.native.alone.y,Race.PI.alone.y,Race.white.alone.y,Tenure.estimate.total.y,Tenure.owner.y,Tenure.renter.y
LPA72 - SANTA BARBARA COUNTY,SANTA BARBARA,CA4200959,CENTRAL CITY COOLING,NTNC,Private (other),3,40,1/10/20,NA,Jan-20,SANTA MARIA WATER DEPARTMENT,CA4210011,City,Nitrate,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-120.3989842,34.9251593,Both,NA,NA,No,No,2,Yes,GW,NA,GW,SWP,107407,Community water system,1732.861841,1,NA,NA,1701 Betteravia Rd. Santa Maria CA 93454,060830020062,"Block Group 2, Census Tract 20.06, Santa Barbara County, California",1158,282,643,253,7,11,0,13,0,13,0,13,506,128,113015,52505,375,85,299,83,76,32,375,85,61518.0617867,73687341.0452,25759.78193225152,NA,3902.638898979335,1226.4941616633807,96952.16067944863,75081.53868671063,137.05905634538945,13.019625539788288,14806.03523099167,25759.78193225152,12399.600815002173,13360.181117249347
LPA46 - KINGS COUNTY,KINGS,CA1600008,CENTRAL UNION ELEMENTARY,NTNC,School,10,320,4/2/2021,NA,Apr-21,Santa Rosa Rancheria water system (Tachi Yokut Tribe),90600148,Tribal,ARSENIC,Quality,0,1,0,0,0,Other,Voluntary Consolidation,Physical,Voluntary,http://p2cdn4static.sharpschool.com/UserFiles/Servers/Server_4550549/File/SchoolBoard/Minutes/2020-21/011121%20Minutes%20Packet.pdf,-119.780279,36.243371,Both,In partnership tool data the funding source is listed as private,NA,No,No,2,Yes,GW,NA,GW,NA,NA,NA,NA,NA,NA,NA,15783 18TH AVENUE LEMOORE CA 93245,060310016012,"Block Group 2, Census Tract 16.01, Kings County, California",1767,262,376,177,3,6,662,151,43,54,0,13,674,223,53882,15865,433,90,203,76,230,65,433,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LPA64 - SACRAMENTO COUNTY,SACRAMENTO,CA3400412,SACRAMENTO SIKH SOCIETY,NC,Private (other),2,300,1/31/2021,NA,Jan-21,SCWA LAGUNA/VINEYARD,CA3410029,Special Act District,NONE,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-121.335344,38.479502,Both,NA,NA,No,No,2,Yes,GW,NA,GW,SW,172666,Community water system,442.4884235,1,NA,NA,7676 BRADSHAW RD SACRAMENTO CA 95829,060670093113,"Block Group 3, Census Tract 93.11, Sacramento County, California",2197,511,923,448,184,143,0,13,567,219,122,171,184,113,86875,30880,638,110,480,96,158,75,638,110,123940.35065,128556139.665,44041.24404145283,NA,46943.02697524234,15093.250337272877,143198.2951037106,28416.59834469476,383.342865121265,2528.1824615004007,40615.630190788186,44041.24404145283,31742.679607699232,12298.5644337536
DISTRICT 18 - SONOMA,SONOMA,CA4900676,SEQUOIA GARDENS MOBILE HOME PARK,C,MHP,192,300,NA,Aug-16,Aug-16,"SEBASTOPOL, CITY OF",CA4910011,City,Arsenic,Quality,0,1,0,0,0,SWRCB,Regionalization,Physical,Voluntary,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/documents/partnership_success/city_of_santa_rosa.pdf,-122.772047,38.444094,Tool,NA,NA,No,No,2,Yes,GW,NA,GW,GW,7786,Community water system,5216.770365,27,NA,NA,433 Fulton Road SANTA ROSA CA 95401,060971530053,"Block Group 3, Census Tract 1530.05, Sonoma County, California",952,226,858,225,0,13,0,13,62,87,0,13,32,40,43036,22945,551,128,348,77,203,122,551,128,26429.0358435,7762091.54171,2240.42427636417,NA,189.0166151938173,135.80688660293305,5241.110422746799,640.0615433831,0,6.193226131939685,4025.141794225203,2240.42427636417,1200.3721559932799,1040.0521203708902
DISTRICT 24 - TULARE,TULARE,CA5402039,SEVILLE FOOD MART,NC,Private (other),2,100,10/18/2021,NA,Oct-21,SEVILLE WATER CO,CA5400550,CSD,NONE,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,NA,NA,Excel Dec 2021 update,2020 CSD took over ownership of system from BOS,NA,No,No,2,Yes,GW,NA,GW,GW,691,Community water system,0,1,1,NA,15641 AVE. 384 VISALIA CA 93292,061070008021,"Block Group 1, Census Tract 8.02, Tulare County, California",896,371,76,69,0,13,0,13,0,13,0,13,783,357,54403,19690,207,79,57,36,150,71,207,79,4218.9873274,747534.001009,2.098560166710874,108544.75572323782,0.018428154145469233,0.04088746701025986,8.763722903238973,7.326798104787877,0,0.055284462436407694,0.9819199940363084,2.098560166710874,0.6299022293737373,1.4686579373371365
DISTRICT 02 - LASSEN,SHASTA,CA4500001,"SHASTA CSA - KESWICK, #25",C,CSA,87,208,11/22/19,NA,Nov-19,Shasta CSD,CA4510013,CSD,Carr Fire Impacts,Disaster,0,0,0,1,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-122.3958892,40.5806173,Both,Excel data says managerial consolidaiton I'm not sure still but the systems are physically close to eachother and their website doesn't seem to indicate any separation between the two systems so leaving at physical for now,NA,No,No,2,Yes,SW,NA,SW,SW,1584,Community water system,3139.324021,3,NA,3,15611 Rock Creek Road SHASTA CA 96087,060890124001,"Block Group 1, Census Tract 124, Shasta County, California",1207,309,1106,304,3,4,6,7,15,18,0,13,45,41,42583,6844,453,84,338,85,115,52,453,84,38567.507631,49671624.6011,374.2365916446572,35279571.08235706,97.51477336774096,15.62148269406093,1073.9020712632694,39.380291356633414,48.15133229497143,0.1794938330586634,812.3054017462085,374.2365916446572,316.10377249039914,58.132819154258115
DISTRICT 18 - SONOMA,SONOMA,CA4901195,MOORLAND AVENUE APARTMENTS,C,Private (other),4,64,NA,Aug-16,Aug-16,SONOMA COUNTY CSA 41-FITCH MOUNTAIN,CA4910010,CSA,Arsenic,Quality,0,1,0,0,0,SWRCB,Regionalization,Physical,Voluntary,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/documents/partnership_success/city_of_santa_rosa.pdf,-122.716746,38.399821,Tool,NA,NA,No,No,2,Yes,GW,NA,GW,GWP,1115,Community water system,NA,NA,NA,Not in top 50,3200 Moorland Avenue SANTA ROSA CA 95407,060971532022,"Block Group 2, Census Tract 1532.02, Sonoma County, California",3074,881,508,609,0,13,0,13,33,53,0,13,2484,761,75925,45227,801,235,205,100,596,234,801,235,11275.8669822,3479435.99674,176.05244053932128,15971138.24082711,0.9984136992428422,1.4941394785148565,459.91979557008165,110.60165271240108,0,0,332.66891162058096,176.05244053932128,123.41008865943611,52.642351879885176
DISTRICT 18 - SONOMA,SONOMA,CA4910202,SONOMA DEVELOPMENTAL CENTER,C,State,71,123,10/1/19,NA,Oct-19,Sonoma County Water Agency,CA4910020,Special Act District,"disinfection byproducts, HAA5",Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-122.5192313,38.347162,Both,Excel data said disinfection byproduct for issue whereas partnership tool data said HAA5. Also excel data listed existing intertie for the funding mechanism,NA,No,No,2,Yes,SW,NA,SW,GW,0,Community water system,NA,NA,NA,NA,15000 Arnold Drive ELDRIDGE CA 95431,060971505021,"Block Group 1, Census Tract 1505.02, Sonoma County, California",973,306,655,266,8,16,15,33,9,21,0,13,126,86,144219,38022,355,106,200,90,155,99,355,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DISTRICT 18 - SONOMA,SONOMA,CA4900855,WEST FIELD COMMUNITY,C,MHP,29,75,NA,Aug-16,Aug-16,"SONOMA, CITY OF",CA4910012,City,Arsenic,Quality,0,1,0,0,0,SWRCB,Regionalization,Physical,Voluntary,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/documents/partnership_success/city_of_santa_rosa.pdf,-122.714815,38.39102,Tool,NA,NA,No,No,2,Yes,GW,NA,GW,GW,11923,Community water system,NA,NA,NA,Not in top 50,3521 Santa Rosa Avenue SANTA ROSA CA 95407,060971514053,"Block Group 3, Census Tract 1514.05, Sonoma County, California",955,431,503,278,36,54,0,13,0,13,0,13,396,347,67642,33572,283,102,143,73,140,90,283,102,49863.8970218,12114532.8838,3876.279704576478,NA,193.56646448948513,67.7787772704715,8105.047581798243,1280.1976666546439,0,0.05065094152556524,6379.807160787865,3876.279704576478,2340.7850908522046,1535.4946137242732
DISTRICT 08 - SANTA ANA,ORANGE,CA3010055,SOUTH COAST WD - CAPISTRANO BEACH,C,County Water District,5570,17503,8/20/19,NA,Aug-19,South Coast Water District,CA3010042,County Water District,Reduce Administrative Cost/Administrative burden,Sustainability,0,0,0,0,1,Private,Voluntary Consolidation,Physical,Voluntary,NA,-117.7413505,33.5059068,Both,NA,NA,No,No,2,Yes,SWP,NA,SWP,SWP,34232,Community water system,NA,NA,NA,NA,35005 Beach Rd. Dana Point CA 92624,060590422015,"Block Group 5, Census Tract 422.01, Orange County, California",992,308,894,296,21,34,0,13,0,13,23,36,28,53,101776,39071,497,138,443,138,54,49,497,138,35483.5410263,17738273.0177,7053.492814809461,NA,605.3016417690161,426.42758831935913,16952.026775700255,1851.1610359374793,63.31945564397295,0,13320.459926918264,7053.492814809461,4848.060064138153,2205.4327506713084
LPA39- El Dorado County,EL DORADO,CA0900636,TRUCKEE CREEK COTTAGES,NC,Private (other),30,6,8/9/17,NA,Aug-17,South Tahoe PUD,CA0910002,PUD,Coliform,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.9949282,38.9222135,Both,"Rather than Coliform as the issue the yearly excel sheet has ""none"" listed",NA,No,No,3,Yes,GW,NA,GW,GW,121124,Community water system,NA,NA,NA,NA,2333 Eloise Ave. South Lake Tahoe CA 96150,060170304031,"Block Group 1, Census Tract 304.03, El Dorado County, California",491,184,439,171,0,13,0,13,52,68,0,13,0,13,58269,43595,266,120,229,117,37,33,266,120,129127.553572,201858011.038,11340.705530708852,NA,1421.7052078147583,170.13635552104364,27181.648762567766,6803.1769756290805,32.83161220494824,21,17775.767452498963,11340.705530708852,5914.074711638347,5426.630819070504
LPA39- El Dorado County,EL DORADO,CA0900548,MARK TWAIN MOTEL,NC,Private (other),21,25,8/9/17,NA,Aug-17,South Tahoe PUD,CA0910019,PA,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.9463988,38.9565733,Both,NA,NA,No,No,3,Yes,GW,NA,GW,SW,1554,Community water system,139.5088374,1,1,NA,947 Park Ave. South Lake Tahoe CA 96150,060170316013,"Block Group 3, Census Tract 316.01, El Dorado County, California",368,234,219,104,0,13,0,13,0,13,0,13,149,212,32885,17167,192,87,44,39,148,77,192,87,2857.71894633,509899.891005,41.06634084056118,1350466.6185418544,0,0,78.7104866110756,31.8691915898105,0,0,46.8412950212651,41.06634084056118,9.411036442628603,31.65530439793258
LPA39- El Dorado County,EL DORADO,CA0900555,MATTERHORN INN,C,Private (other),2,40,11/27/17,NA,Nov-17,South Tahoe PUD,CA0910002,PUD,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.99845,38.917605,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,121124,Community water system,33.66398549,2,1,NA,2187 LAKE TAHOE BLVD SOUTH LAKE TAHOE CA 96150,060170304043,"Block Group 3, Census Tract 304.04, El Dorado County, California",646,212,381,154,21,30,0,13,24,48,0,13,178,147,33704,18354,322,105,207,107,115,64,322,105,129127.553572,201858011.038,11340.705530708852,NA,1421.7052078147583,170.13635552104364,27181.648762567766,6803.1769756290805,32.83161220494824,21,17775.767452498963,11340.705530708852,5914.074711638347,5426.630819070504
LPA39- El Dorado County,EL DORADO,CA0900586,A & A LAKE TAHOE INN,NC,Private (other),2,25,10/16/2018,NA,Oct-18,South Tahoe PUD,CA0910002,PUD,Bacteriological,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.963042,38.946206,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,121124,Community water system,NA,NA,NA,NA,3520 LAKE TAHOE BLVD SOUTH LAKE TAHOE CA 96150,060170302013,"Block Group 3, Census Tract 302.01, El Dorado County, California",917,407,301,177,0,13,0,13,48,57,0,13,528,364,56222,7833,250,115,144,98,106,67,250,115,129127.553572,201858011.038,11340.705530708852,NA,1421.7052078147583,170.13635552104364,27181.648762567766,6803.1769756290805,32.83161220494824,21,17775.767452498963,11340.705530708852,5914.074711638347,5426.630819070504
LPA39- El Dorado County,EL DORADO,CA0900666,SIESTA ARMS APARTMENTS,SSWS,Private (other),1,21,10/23/18,NA,Oct-18,South Tahoe PUD,CA0910002,PUD,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.9609658,38.9438742,Both,excel data said NP as system type,NA,No,No,2,Yes,NA,NA,GW,GW,121124,Community water system,NA,NA,NA,NA,1096 Herbert Ave. South Lake Tahoe 96150,060170302013,"Block Group 3, Census Tract 302.01, El Dorado County, California",917,407,301,177,0,13,0,13,48,57,0,13,528,364,56222,7833,250,115,144,98,106,67,250,115,129127.553572,201858011.038,11340.705530708852,NA,1421.7052078147583,170.13635552104364,27181.648762567766,6803.1769756290805,32.83161220494824,21,17775.767452498963,11340.705530708852,5914.074711638347,5426.630819070504
LPA39- El Dorado County,EL DORADO,CA0900673,DRIFTWOOD APTS.,C,Private (other),1,40,11/6/2018,NA,Nov-18,South Tahoe PUD,CA0910002,PUD,"Uranium, gross alpha",Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.94738,38.951032,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,121124,Community water system,NA,NA,NA,NA,3870 PIONEER TRAIL SOUTH LAKE TAHOE CA 96150,060170316021,"Block Group 1, Census Tract 316.02, El Dorado County, California",1197,423,467,243,3,4,0,13,557,317,0,13,114,100,45769,14876,420,112,131,70,289,98,420,112,129127.553572,201858011.038,11340.705530708852,NA,1421.7052078147583,170.13635552104364,27181.648762567766,6803.1769756290805,32.83161220494824,21,17775.767452498963,11340.705530708852,5914.074711638347,5426.630819070504
LPA39- El Dorado County,EL DORADO,CA0900646,AL TAHOE ELEM/STMS (WATER SYS),NTNC,School,6,1300,9/30/20,Sep.2020,Sep-20,South Tahoe PUD,CA0910002,PUD,"1,2,3-TCP; Nitrate; RTCR; Monitoring & Reporting",Multiple,0,1,1,0,0,DWR grant,Voluntary Consolidation,Physical,Voluntary,NA,-119.9752658,38.9347737,Both,"Shows up twice in excel in 2019 and 2020, issues listed in the 2019 and 2020 listings (but are different, addd all here) listed as none for issues in partnership data. Sep 2020 date retained since it matches partnership data. G",NA,No,No,2,Yes,GW,NA,GW,GW,121124,Community water system,NA,NA,NA,NA,1021 AL TAHOE BLVD SO LAKE TAHOE CA 96150,060170302011,"Block Group 1, Census Tract 302.01, El Dorado County, California",774,242,448,153,0,13,18,30,0,13,0,13,277,216,63315,28848,341,112,110,44,231,112,341,112,129127.553572,201858011.038,11340.705530708852,NA,1421.7052078147583,170.13635552104364,27181.648762567766,6803.1769756290805,32.83161220494824,21,17775.767452498963,11340.705530708852,5914.074711638347,5426.630819070504
LPA39- El Dorado County,EL DORADO,CA0900579,MIDWAY INN,NC,Private (other),2,40,10/30/20,NA,Oct-20,South Tahoe PUD - Main,CA0910002,PUD,"Arsenic, Management issues, failure to sample, TCR",Multiple,0,1,1,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.9483818,38.9518667,Both,"Shows up in 2019 and 2020 excel, in 2019 lists TCR issues and in partnership tool that is also what is listed. Other issues come from 2019 sheet.",NA,No,No,2,Yes,GW,NA,GW,GW,121124,Community water system,0,1,1,NA,3876 Lake Tahoe Blvd. South Lake Tahoe CA 96150,060170316012,"Block Group 2, Census Tract 316.01, El Dorado County, California",521,250,102,71,0,13,0,13,118,117,0,13,275,235,NA,NA,254,100,8,14,246,100,254,100,129127.553572,201858011.038,11340.705530708852,NA,1421.7052078147583,170.13635552104364,27181.648762567766,6803.1769756290805,32.83161220494824,21,17775.767452498963,11340.705530708852,5914.074711638347,5426.630819070504
LPA39 - EL DORADO COUNTY,EL DORADO,CA0900581,"NATIONAL 9",NC,Private (other),2,63,10/15/2021,NA,Oct-21,SOUTH TAHOE PUD - MAIN,CA0910002,PUD,LACK OF SECONDARY WATER SOURCE,Sustainability,0,0,0,0,1,Private,Voluntary Consolidation,Physical,Voluntary,NA,NA,NA,Excel Dec 2021 update,NA,NA,No,No,2,Yes,GW,NA,GW,GW,121124,Community water system,0,1,NA,"Not in top 25 of CES set (up to 13,000 meters)",3901 PIONEER TRAIL SOUTH LAKE TAHOE CA 96150,060170316012,"Block Group 2, Census Tract 316.01, El Dorado County, California",521,250,102,71,0,13,0,13,118,117,0,13,275,235,NA,NA,254,100,8,14,246,100,254,100,129127.553572,201858011.038,11340.705530708852,NA,1421.7052078147583,170.13635552104364,27181.648762567766,6803.1769756290805,32.83161220494824,21,17775.767452498963,11340.705530708852,5914.074711638347,5426.630819070504
LPA58 - NAPA COUNTY,"NAPA",CA2801045,ST. CLEMENT VINEYARDS INC.,NC,Private (other),1,100,9/16/19,NA,Sep-19,"St. Helena, City of",CA2810004,City,"bacteriological, monitoring",Multiple,0,1,1,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-122.410826,38.487184,Both,NA,NA,No,No,2,Yes,GW,NA,GW,SW,6152,Community water system,2770.124538,4,NA,3,1601 Silverado Trail ST HELENA CA 94574,060552015002,"Block Group 2, Census Tract 2015, Napa County, California",755,214,341,101,0,13,0,13,0,13,0,13,305,163,137250,69245,257,58,206,49,51,36,257,58,28830.8429387,21419913.7601,2829.840556717383,313452872.43323517,121.59528555321393,75.67773852573879,5960.04609873414,1218.2700558759236,11.773257985526131,0,4483.016606476094,2829.840556717383,1917.5772292506645,912.2633274667188
LPA61 - PLACER COUNTY,PLACER,CA3100029,Timberland tract water company,C,IOU,127,200,NA,2-Jan-18,Jan-18,Tahoe City PUD,CA3100029,PUD,NA,NA,NA,NA,NA,NA,NA,NA,Managerial,Managerial,Voluntary,NA,NA,NA,Inst. diversity paper,"This I found in my own research for CWS paper, acquired by PUD in 2018. System ID number doesn't change","No records of change in ECM, would need to email LPA",No,No,NA,Yes,GW,GW,GW,GW,200,Community water system,NA,NA,NA,NA,740 Timberland Ln. Tahoe City CA 96145,060610221002,"Block Group 2, Census Tract 221, Placer County, California",93,81,93,81,0,13,0,13,0,13,0,13,0,13,NA,NA,41,35,36,34,5,8,41,35,3703.93594267,646659.657226,0.2913742740465723,NA,0,0,0.6609221338129566,0,0,0,0.6609221338129566,0.2913742740465723,0.2558408259921122,0.03553344805446003
NA,PLACER,CA3110043,MADDEN CREEK WATER COMPANY,C,MWC,166,300,Jan-18,NA,Jan-18,TAHOE CITY PUD - MADDEN CREEK,CA3110043,PUD,NA,NA,NA,NA,NA,NA,NA,NA,Managerial,Managerial,Voluntary,NA,NA,NA,Additional cases,https://www.tcpud.org/maddencreek,"Maybe this should be physical not mangerial, but there is no inactive Madden Creek WC, so it seems like that's what happened (not in ECM docs)",No,Yes,NA,Yes,NA,GW,GW,GW,300,Community water system,7878.382797,14,NA,NA,221 Fairway Dr Tahoe City CA 96145,060610222002,"Block Group 2, Census Tract 222, Placer County, California",738,350,676,321,0,13,0,13,3,7,0,13,40,48,111216,28794,232,104,176,84,56,50,232,104,6199.35778436,820319.997351,3.374056972174694,337421.6166511233,0.33285880833466924,0,7.982186029365159,0,0,0,7.6493272210304895,3.374056972174694,2.9958083263398425,0.3782486458348514
NA,PLACER,CA3110013,TAHOE CEDARS WATER COMPANY,C,IOU,1161,2775,NA,NA,Jan-18,TAHOE CITY PUD - TAHOE CEDARS,CA3110013,PUD,NA,NA,NA,NA,NA,NA,NA,NA,Managerial,Managerial,Voluntary,NA,NA,NA,Additional cases,https://www.tcpud.org/sites/default/files/documents/Water/Tahoe%20Cedars%20CCR%202017%20(FINAL).pdf,"No records of change in ECM, would need to email district",No,Yes,NA,Yes,NA,GW,GW,GW,793,Community water system,NA,NA,NA,NA,"6998 WESTLAKE BLVD., TAHOMA CA 96142",060610223002,"Block Group 2, Census Tract 223, Placer County, California",333,118,311,121,0,13,0,13,22,32,0,13,0,13,64722,17191,136,41,111,42,25,22,136,41,10580.3515193,5769161.69249,91.02334373334263,6559441.615629529,3.9691448854858726,0,235.10031604755835,0.026304293637956094,17.6998753417353,0,201.50335121070478,91.02334373334263,50.697493071174115,40.325850662168506
DISTRICT 18 - SONOMA,SONOMA,CA4901311,MARK WEST NEIGHBORHOOD CHURCH,NC,Private (other),3,60,10/18/18,NA,Oct-18,Town of Windsor,CA4910017,City,E. coli in source,Quality,0,1,0,0,0,private,Voluntary Consolidation,Physical,Voluntary,NA,-122.778232,38.523685,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,28397,Community water system,NA,NA,NA,NA,5901 Old Redwood Highway SANTA ROSA CA 95403,060971527015,"Block Group 5, Census Tract 1527.01, Sonoma County, California",1284,277,802,239,0,13,0,13,49,59,11,26,352,168,40294,21630,696,141,600,152,96,73,696,141,37660.1562223,29789341.5637,8660.482785490036,NA,517.546253681967,121.5372632123566,25528.034499014415,9033.13349154491,219.88599766523853,55.76433794964292,14580.5776338578,8660.482785490036,6503.676477851892,2156.8063076381445
District 09- Sacramento,NEVADA,CA2905004,CALTRANS - DONNER PASS VIS,NTNC,State,1,125,9/28/2018,NA,Sep-18,Truckee Donner PUD,CA2910003,PUD,None,None,0,0,0,0,0,Cal-Trans,Voluntary Consolidation,Physical,Voluntary,NA,-120.13248,39.362281,Both,Changed system type to match partnership tool. Was NC in excel,NA,No,No,2,Yes,GW,NA,GW,GW,36730,Community water system,NA,NA,NA,NA,12800 Interstate 80 TRUCKEE CA 96161,060570012053,"Block Group 3, Census Tract 12.05, Nevada County, California",521,241,488,234,0,13,0,13,6,10,0,13,27,30,123365,45085,256,114,241,111,15,18,256,114,78571.6645372,202175367.812,5512.576983592029,NA,182.56288365341933,0,14911.078044197235,2085.6238964083977,0,69.93934192435314,12178.30314601348,5512.576983592029,4378.365148991515,1134.2118346005145
District 19 - Tehachapi,KERN,CA1502664,STONYBROOK CORPORATION - LA PAZ,NTNC,Private (other),36,1,1/19/18,NA,Jan-18,UP-Keene Water System,CA1500371,IOU,Bacteriological,Quality,0,1,0,0,0,private,Voluntary Consolidation,Physical,Voluntary,NA,-118.559778,35.229808,Both,NA,NA,No,No,2,Yes,GWP,NA,GWP,GWP,208,Community water system,NA,NA,NA,NA,29700 WOODFORD ROAD KEENE CA 93531,060290060041,"Block Group 1, Census Tract 60.04, Kern County, California",732,144,585,139,0,13,0,13,22,27,0,13,103,76,56953,22543,395,102,314,100,81,36,395,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
District 23 - Fresno,FRESNO,CA1000285,WASHINGTON COLONY SCHOOL,NTNC,School,12,550,6/28/19,NA,Jun-19,East Authority JPA,CA1000221,JPA,"Gross Alpha, 123-TCP",Quality,0,1,0,0,0,SWRCB,Voluntary Consolidation,Physical,Voluntary,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/documents/partnership_success/easton_jpa.pdf,-119.7885131,36.649475,Both,Web tool partnership data says none for issues but year downloaded sheets list gross alpha and 123TCP,NA,No,No,2,Yes,GW,NA,GW,GW,1000,Non-Transient non-community system,231.371916,5,NA,Delt with name issue - they switched when they consolidated,130 E LINCOLN FRESNO CA 93706,060190018004,"Block Group 4, Census Tract 18, Fresno County, California",1299,301,447,195,0,13,0,13,6,9,0,13,835,246,76422,17382,353,79,230,66,123,64,353,79,1704.21932505,124122.005567,6.199068988899151,473745.2502696509,0.10536661170933401,0,22.81187143507081,14.663520129548981,0,0,7.849812572345383,6.199068988899151,4.039053448857803,2.160015540041347
LPA56 - MONO COUNTY,MONO,CA2600633,WHITMORE POOL,NC,City,1,50,3/13/19,NA,Mar-19,Whitmore Ballfields,CA2600540,City,Bacteriological,Quality,0,1,0,0,0,SWRCB,Voluntary Consolidation,Physical,Voluntary,NA,-118.81187,37.630097,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,30,Transient non-community system,NA,NA,NA,NA,904 Benton Crossing Rd. Crowley Lake CA 93546,060510001014,"Block Group 4, Census Tract 1.01, Mono County, California",1372,462,851,292,0,13,0,13,31,63,0,13,490,345,70781,50659,407,163,314,138,93,66,407,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DISTRICT 18 - SONOMA,SONOMA,CA4901387,SONOMA CUTRER,NC,Private (other),4,40,1/8/2021,NA,Jan-21,"WINDSOR, TOWN OF",CA4910017,City,NONE,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-122.832536,38.498683,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,28397,Community water system,3198.658065,10,NA,NA,4401 Slusser Road WINDSOR CA 95492,060971538101,"Block Group 1, Census Tract 1538.10, Sonoma County, California",1050,405,774,353,2,4,115,184,2,3,0,13,157,147,103482,35084,291,97,214,91,77,57,291,97,37660.1562223,29789341.5637,8660.482785490036,NA,517.546253681967,121.5372632123566,25528.034499014415,9033.13349154491,219.88599766523853,55.76433794964292,14580.5776338578,8660.482785490036,6503.676477851892,2156.8063076381445
District 11 - Merced,MARIPOSA,CA2210518,YOSEMITE NPS - VERNAL FALLS,NC,Federal,2,3000,7/17/18,NA,Jul-18,YNP - Yosemite Valley,CA2210503,Federal,None,None,0,0,0,0,0,private,Voluntary Consolidation,Physical,Voluntary,NA,-119.3679494,37.86923614,Both,System type in yearly excel sheets listed at TNC,NA,No,No,2,Yes,SW,NA,SW,GW,1000,Community water system,21445.89801,2,NA,NA,9010 Curry Village Dr. Yosemite National Park CA 95389,060430004001,"Block Group 1, Census Tract 4, Mariposa County, California",1536,434,1088,343,104,118,0,13,60,71,0,13,268,151,44773,7639,414,170,117,91,297,151,414,170,15307.6047078,12315050.7935,4.472301235005744,200238.34319491216,0.6481595992761947,1.1234766387454043,16.592885741470585,2.895112876767003,0,0,11.753294066874998,4.472301235005744,1.2639112185885797,3.208390016417164
