Regulating_agency,County,SystemID,System_Name,System_Type,Institution_type,Connections,Population,Inactivation_Date,Activity_date_from_tool,Date_combined,Receiving_Water_System,Receiving_System_ID,Receiving_System_Institution_Type,Issue_SWRCB,Issue_summary,Issue_capacity,Issue_quality,Issue_TMF,Issue_disaster,Issue_sustainability,Funding_Source,Consolidation_Type,Physical_or_Mangerial,Mandatory_or_voluntary,Story_link,long,lat,Data_source,Notes,Notes_Suzanne,Remove?,2016_proxydata_pop_con_type_county,Consolidatedsystem_primary_source_combined,EPA_2021_source,Consolidatedsystem_primary_source_combinedFINAL,Receiving_2021_source,Receiving_2021_pop,Vetted_address,GEOID,NAME,Race.estimate.total.x,B02001_001M,Race.white.alone.x,B02001_002M,Race.black.alone.x,B02001_003M,Race.native.alone.x,B02001_004M,Race.asian.alone.x,B02001_005M,Race.PI.alone.x,B02001_006M,Race.someother.alone.x,B02001_007M,Race.twoplus.x,B02001_008M,Median.hh.income,B19013_001M,Tenure.estimate.total.x,B25003_001M,Tenure.owner.x,B25003_002M,Tenure.renter.x,B25003_003M,AC_PHONE_N,AC_EMAIL,SHAPE_Leng_receiving,SHAPE_Area_receiving,Households.total,Income.aggregatecount,Race.asian.alone.y,Race.black.alone.y,Race.estimate.total.y,Race.native.alone.y,Race.PI.alone.y,Race.someother.alone.y,Race.twoplus.y,Race.white.alone.y,Tenure.estimate.total.y,Tenure.owner.y,Tenure.renter.y
LPA88 - YUBA COUNTY,YUBA,CA5800807,AEROPINES,C,MHP,21,45,8/21/20,NA,Aug-20,NORTH YUBA WATER DISTRICT,CA5810006,Water District,"TCR, E.coli periodically. Non-compliant well construction.",Multiple,1,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-121.639695,39.14312,Both,Only TCR listed as issue in partnership data,NA,No,No,GW,NA,GW,SW,2772,8471 LA PORTE RD BROWNSVILLE CA 95919,061150411012,"Block Group 2, Census Tract 411.01, Yuba County, California",953,338,777,302,77,101,0,13,55,89,0,13,0,13,44,63,NA,NA,378,121,303,111,75,70,530-675-2567,jmaupin@nywd.org,283422.607687,841437021.442,2035.455945401382,NA,74.6787855475412,174.1399205041036,4692.073548915187,29.221501307971312,12.612288251729552,18.21152118422164,318.63031360585205,4064.579218513767,2035.455945401382,1655.0436504584004,380.4122949429816
LPA88 - YUBA COUNTY,YUBA,CA5800807,AEROPINES,C,MHP,21,45,8/21/20,NA,Aug-20,NORTH YUBA WATER DISTRICT,CA5810006,Water District,"TCR, E.coli periodically. Non-compliant well construction.",Multiple,1,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-121.639695,39.14312,Both,Only TCR listed as issue in partnership data,NA,No,No,GW,NA,GW,SW,2772,8471 LA PORTE RD BROWNSVILLE CA 95919,061150411012,"Block Group 2, Census Tract 411.01, Yuba County, California",953,338,777,302,77,101,0,13,55,89,0,13,0,13,44,63,NA,NA,378,121,303,111,75,70,530-675-2567,jmaupin@nywd.org,283422.607687,841437021.442,2035.455945401382,NA,74.6787855475412,174.1399205041036,4692.073548915187,29.221501307971312,12.612288251729552,18.21152118422164,318.63031360585205,4064.579218513767,2035.455945401382,1655.0436504584004,380.4122949429816
District 11 - Merced,MARIPOSA,CA2202048,INDIAN FLAT R V PARK AND CAMPGROUND,NC,MHP,53,100,3/14/17,NA,Mar-17,Cedar Lodge Resort,CA2210900,Private (other),TCR/Nitrate,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.848992,37.661214,Both,Excelle data sheets listed type as NP,NA,No,No,GW,NA,GW,GW,656,9988 CA-140 El Portal CA 95318,060430003021,"Block Group 1, Census Tract 3.02, Mariposa County, California",534,211,415,160,0,13,105,112,0,13,0,13,1,6,13,22,40469,27456,267,94,199,77,68,73,831-786-1980,jfischer@yosemiteresorts.net,1649.56663257,81430.5724679,0.03286980676782608,1330.208210087154,0,0,0.06573961353565216,0.01292632850420127,0,1.2310789051620257e-4,0.0016004025767106334,0.05108977456422407,0.03286980676782608,0.024498470212724312,0.008371336555101774
LPA64 - SACRAMENTO COUNTY,SACRAMENTO,CA3400198,CARA BAY APARTMENTS,C,Private (other),85,500,3/8/18,NA,Mar-18,City of Sacramento,CA3410020,City,tetrachloroethylene,Quality,0,1,0,0,0,private,Voluntary Consolidation,Physical,Voluntary,NA,-121.4360967,38.5150817,Both,NA,NA,No,No,GW,NA,GW,SW,510931,6125 Stockton Blvd. Sacramento CA 95824,060670032023,"Block Group 3, Census Tract 32.02, Sacramento County, California",1764,431,284,171,79,72,0,13,1025,313,0,13,324,287,52,56,23859,17442,633,132,151,72,482,118,916-808-8667,MSevereid@cityofsacramento.org,198314.01208,422915998.73,185968.13900694152,NA,96173.34061827153,67050.91776483804,498785.37914113386,3829.0653874052896,8311.533055122332,58403.57708641642,47675.44362624619,217341.50160283406,185968.13900694152,91692.26675447833,94275.87225246319
DISTRICT 03 - MENDOCINO,LAKE,CA1700526,PINE GROVE WATER SYSTEM,C,Private (other),90,352,8/18/18,Aug.2018,Aug-18,Cobb Area County Water District,CA1710012,County Water District,"TMF failures, under receivership",TMF Capacity,0,0,1,0,0,Technical Assistance/SWRCB,Regionalization,Physical,Voluntary,NA,-122.730287,38.829578,Both,Changed date to match others and what is in success story but originally said may,NA,No,No,GWP,NA,GWP,GW,3308,15985 Bottle Rock Road COBB CA 95426,060330011021,"Block Group 1, Census Tract 11.02, Lake County, California",784,435,782,435,1,2,0,13,0,13,0,13,0,13,1,2,52176,27494,385,173,269,154,116,75,707-928-5262,ben@cobbareawater.com,23000.6842326,7759738.08374,86.70315009300955,10105266.865838867,0,0.056578457453133446,214.28263217820228,1.9938002826739908e-5,0,18.88248643071024,0.05670306997080057,195.28684428206523,86.70315009300955,72.85488805247472,13.848262040534822
District 11 - Merced,TUOLUMNE,CA5500157,USFS PINECREST REC AREA,NTNC,Federal,20,361,9/18/2018,NA,Sep-18,Pinecrest Permittees Assn,CA5510004,PA,Total trihalomethanes,Quality,0,1,0,0,0,private,Voluntary Consolidation,Physical,Voluntary,NA,-119.997221,38.19084,Both,NA,NA,No,No,SWP,NA,SWP,SW,1253,18 Pinecreat Lake Rd Pinecrest CA 95364,061090031032,"Block Group 2, Census Tract 31.03, Tuolumne County, California",328,181,255,163,0,13,1,3,50,69,0,13,0,13,22,20,42379,35046,135,111,0,13,135,111,209-965-3234,pinecrestca@yahoo.com,11814.6398277,3961304.12799,0.22670787746267965,9607.653138990901,0.0839658805417332,0,0.5508161763537699,0.0016793176108346641,0,0,0.03694498743836261,0.42822599076283935,0.22670787746267965,0,0.22670787746267965
LPA70 - SAN LUIS OBISPO COUNTY,SAN LUIS OBISPO,CA4000743,UPS - SAN LUIS OBISPO,NTNC,Private (other),1,35,10/20/17,NA,Oct-17,City of San Luis Obispo,CA4010009,City,Treated for Mercury,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-120.642514,35.249208,Both,NA,NA,No,No,GW,NA,GW,SW,45920,3601 Sacramento Dr. San Luis Obispo CA 93401,060790115052,"Block Group 2, Census Tract 115.05, San Luis Obispo County, California",1886,335,1669,336,0,13,13,20,95,80,0,13,61,66,48,53,95722,11564,836,148,520,76,316,148,805-781-7237,mboerman@slocity.org,62155.6426204,37445716.2022,12892.698241505708,NA,1801.280932921459,844.1241272339818,31849.024381776373,107.14108997797419,8.247390921703614,1254.9651474198286,1793.2309945949366,26040.034698706488,12892.698241505708,4420.314433236626,8472.383808269082
LPA66 - SAN BERNARDINO COUNTY,SAN BERNARDINO,CA3601055,ROADRUNNER MHP,C,MHP,59,150,7/28/17,NA,Jul-17,Golden State-Morongo Del Norte,CA3600270,IOU,Uranium,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-116.54686,34.069041,Both,NA,NA,No,No,GW,NA,GW,GW,870,51063 29 PALMS HWY MORONGO VALLEY CA 92256,060710104172,"Block Group 2, Census Tract 104.17, San Bernardino County, California",562,193,478,168,0,13,0,13,0,13,0,13,10,16,74,100,53429,11776,293,88,270,85,23,27,760-515-8322,george.zakhari@gswater.com,10729.1721289,3920772.54107,76.09550992090642,2660366.681782087,0.12969726996659953,0.04940848379679982,139.87514913460558,0.015597747090454032,0.008912998337402304,2.0355872954633747,19.463427142853785,118.17251819709718,76.09550992090642,51.86858438050495,24.226925540401478
LPA39- El Dorado County,EL DORADO,CA0900673,DRIFTWOOD APTS.,C,Private (other),1,40,11/6/2018,NA,Nov-18,South Tahoe PUD,CA0910002,PUD,"Uranium, gross alpha",Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.94738,38.951032,Both,NA,NA,No,No,GW,NA,GW,GW,121124,3870 PIONEER TRAIL SOUTH LAKE TAHOE CA 96150,060170316021,"Block Group 1, Census Tract 316.02, El Dorado County, California",1197,423,524,248,3,4,0,13,557,317,0,13,13,17,100,80,45769,14876,420,112,131,70,289,98,530-543-6521,cstanley@stpud.dst.ca.us,129127.553572,201858011.038,11340.705530708852,NA,1421.7052078147583,194.13635552104364,27181.648762567766,60.49204723837237,38.00183606146031,1555.8865588968781,1411.2202305033563,22500.206526531896,11340.705530708852,5914.074711638347,5426.630819070504
LPA39- El Dorado County,EL DORADO,CA0900673,DRIFTWOOD APTS.,C,Private (other),1,40,11/6/2018,NA,Nov-18,South Tahoe PUD,CA0910002,PUD,"Uranium, gross alpha",Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.94738,38.951032,Both,NA,NA,No,No,GW,NA,GW,GW,121124,3870 PIONEER TRAIL SOUTH LAKE TAHOE CA 96150,060170316021,"Block Group 1, Census Tract 316.02, El Dorado County, California",1197,423,524,248,3,4,0,13,557,317,0,13,13,17,100,80,45769,14876,420,112,131,70,289,98,530-543-6521,cstanley@stpud.dst.ca.us,129127.553572,201858011.038,11340.705530708852,NA,1421.7052078147583,194.13635552104364,27181.648762567766,60.49204723837237,38.00183606146031,1555.8865588968781,1411.2202305033563,22500.206526531896,11340.705530708852,5914.074711638347,5426.630819070504
LPA50- MADERA COUNTY,MADERA,CA2000614,OAK CREEK INTERMEDIATE SCHOOL,NTNC,School,7,190,3/2/18,NA,Mar-18,Hillview Water Company - Oakhurst/Sierra Lakes,CA2010007,IOU,"uranium, historical nitrate and bacteriological",Quality,0,1,0,0,0,Prop 84,Voluntary Consolidation,Physical,Voluntary,HTTPS://WWW.WATERBOARDS.CA.GOV/DRINKING_WATER/CERTLIC/DRINKINGWATER/DOCUMENTS/PARTNERSHIP_SUCCESS/OAK_CREEK_ELEM.PDF,-119.6404017,37.331537,Both,NA,NA,No,No,GW,NA,GW,GW,3403,40094 Indian Springs Rd. Oakhurst CA 93644,060390001044,"Block Group 4, Census Tract 1.04, Madera County, California",1013,410,893,358,0,13,1,3,24,27,0,13,71,108,24,41,110588,21088,406,143,391,142,15,24,559-683-4322,jim.foster@amwater.com,21962.1945409,18791794.6321,323.1324686734543,23180811.850075245,22.086226877235077,0,856.5873541550757,3.9817323460227354,0,35.54441862110211,11.143584589790294,783.8313917209255,323.1324686734543,257.76144879275125,65.37101988070305
District 23 - Fresno,FRESNO,CA1000248,DOUBLE L MOBILE RANCH PARK,C,MHP,37,80,4/16/20,NA,Apr-20,City of Kerman,CA1010018,City,"Uranium; 1,2,3-TCP",Quality,0,1,0,0,0,SWRCB,Voluntary Consolidation,Physical,Voluntary,HTTPS://WWW.WATERBOARDS.CA.GOV/DRINKING_WATER/CERTLIC/DRINKINGWATER/DOCUMENTS/PARTNERSHIP_SUCCESS/DOUBLE_L_MHP_CONSOL.DOCX,-119.996395,36.7133135,Both,Downloaded excel data said NP as system type. Partnerships tool data only lists uranium as the issue,NA,No,No,GW,NA,GW,GW,15282,11470 W CHURCH AVE FRESNO CA 93706,060190039005,"Block Group 5, Census Tract 39, Fresno County, California",1015,506,742,473,26,41,0,13,0,13,0,13,202,194,45,74,61827,9535,297,97,220,81,77,56,559-846-6122,mbarajas@cityofkerman.org,21602.2063283,12343682.7627,1778.4331866820942,NA,260.9378782973259,5.4305960773140765,6419.955139090137,77.3404107546202,0,1349.7255615387278,1044.755934947061,3681.7647574750877,1778.4331866820942,927.7546075374107,850.6785791446836
DISTRICT 03 - MENDOCINO,LAKE,CA1700542,Branding Iron Mutual*,C,MWC,27,90,8/18/18,Aug.2018,Aug-18,Cobb Area County Water District,CA1710012,County Water District,Valley Fire impacted,Disaster,0,0,0,1,0,TA/SWRCB,Regionalization,Physical,Voluntary,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/docs/Cobb_story.pdf,-122.721253,38.822877,Both,"Changed type from managerial to regionalization based on on success story. Appear twice in excel data because the process started with managerial but not counting that because it doesn't seem like it was ever the end goal just a step in the process (double check that). Made date aug 18, 2018 based on success story",NA,No,No,GW,NA,GW,GW,3308,16320 High Road COBB CA 95426,060330011021,"Block Group 1, Census Tract 11.02, Lake County, California",784,435,782,435,1,2,0,13,0,13,0,13,0,13,1,2,52176,27494,385,173,269,154,116,75,707-928-5262,ben@cobbareawater.com,23000.6842326,7759738.08374,86.70315009300955,10105266.865838867,0,0.056578457453133446,214.28263217820228,1.9938002826739908e-5,0,18.88248643071024,0.05670306997080057,195.28684428206523,86.70315009300955,72.85488805247472,13.848262040534822
DISTRICT 03 - MENDOCINO,LAKE,CA1700563,Lake County CSA 22 - Mount Hannah^,C,CSA,39,95,8/18/18,Aug.2018,Aug-18,Cobb Area County Water District,CA1710012,County Water District,Valley Fire impacted,Disaster,0,0,0,1,0,TA/SWRCB,Regionalization,Physical,Voluntary,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/docs/Cobb_story.pdf,-122.729131,38.88741,Both,"Changed type from managerial to regionalization based on on success story. Appear twice in excel data because the process started with managerial but not counting that because it doesn't seem like it was ever the end goal just a step in the process (double check that). Made date aug 18, 2018 based on success story System number for managerial consolidation was different. CA1700563",NA,No,No,GW,NA,GW,GW,3308,9564 HWY. 175 KELSEYVILLE CA 95451,060330011011,"Block Group 1, Census Tract 11.01, Lake County, California",860,263,784,255,17,28,0,13,0,13,0,13,20,31,39,32,52287,9121,456,137,389,141,67,45,707-928-5262,ben@cobbareawater.com,23000.6842326,7759738.08374,86.70315009300955,10105266.865838867,0,0.056578457453133446,214.28263217820228,1.9938002826739908e-5,0,18.88248643071024,0.05670306997080057,195.28684428206523,86.70315009300955,72.85488805247472,13.848262040534822
DISTRICT 03 - MENDOCINO,LAKE,CA1700574,Lake County CSA 18 - Starview^,C,CSA,64,172,8/18/18,Aug.2018,Aug-18,Cobb Area County Water District,CA1710012,County Water District,Valley Fire impacted,Disaster,0,0,0,1,0,TA/SWRCB,Regionalization,Physical,Voluntary,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/docs/Cobb_story.pdf,-122.701879,38.817775,Both,"Changed type from managerial to regionalization based on on success story. Appear twice in excel data because the process started with managerial but not counting that because it doesn't seem like it was ever the end goal just a step in the process (double check that).Made date aug 18, 2018 based on success story",NA,No,No,GW,NA,GW,GW,3308,11270 Gifford Springs Rd. Lakeport CA 95426,060330013025,"Block Group 5, Census Tract 13.02, Lake County, California",458,303,419,291,5,9,4,10,0,13,0,13,0,13,30,31,45804,44967,158,98,143,95,15,23,707-928-5262,ben@cobbareawater.com,23000.6842326,7759738.08374,86.70315009300955,10105266.865838867,0,0.056578457453133446,214.28263217820228,1.9938002826739908e-5,0,18.88248643071024,0.05670306997080057,195.28684428206523,86.70315009300955,72.85488805247472,13.848262040534822
DISTRICT 03 - MENDOCINO,LAKE,CA1700552,Hill Nine and Ten*,C,MWC,17,50,8/18/18,Aug.2018,Aug-18,Cobb Area County Water District,CA1710012,County Water District,"Valley Fire impacted, storage and source capacity",Multiple,1,0,0,1,0,TA/SWRCB,Regionalization,Physical,Voluntary,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/docs/Cobb_story.pdf,-122.7519933,38.905975,Both,"Changed type from managerial to regionalization based on on success story. Appear twice in excel data because the process started with managerial but not counting that because it doesn't seem like it was ever the end goal just a step in the process (double check that). Made date aug 18, 2018 based on success story",NA,No,No,GW,NA,GW,GW,3308,9066 Diamond Dust Trail KELSEYVILLE CA 95451,060330011011,"Block Group 1, Census Tract 11.01, Lake County, California",860,263,784,255,17,28,0,13,0,13,0,13,20,31,39,32,52287,9121,456,137,389,141,67,45,707-928-5262,ben@cobbareawater.com,23000.6842326,7759738.08374,86.70315009300955,10105266.865838867,0,0.056578457453133446,214.28263217820228,1.9938002826739908e-5,0,18.88248643071024,0.05670306997080057,195.28684428206523,86.70315009300955,72.85488805247472,13.848262040534822
LPA43 - Imperial County,IMPERIAL,CA1300611,SHUEY SHELL CANYON WATER CO.,NC,Private (other),19,25,3/28/17,NA,Mar-17,Ocotillo Mutual Water Company,CA1300513,MWC,water outage,Capacity,0,0,0,1,0,SWRCB,Voluntary Consolidation,Physical,Voluntary,NA,-115.994552,32.737041,Both,NA,NA,No,No,NA,NA,NA,GW,150,1323 Shell Canyon Rd. Ocotillo CA 92259,060250123012,"Block Group 2, Census Tract 123.01, Imperial County, California",4765,545,691,198,927,161,72,37,95,77,18,19,2549,365,413,172,42011,33566,259,101,180,71,79,61,760-545-1177,dplayer3@gmail.com,2768.03633779,416229.455564,0.03358068723137028,1410.758251277097,0.012317240490270954,0.12019033615243341,0.6178068519593799,0.009335171739994829,0.0023337929349987073,0.330491010628428,0.05354758234191478,0.08959171767133925,0.03358068723137028,0.02333792934998707,0.010242757881383215
DISTRICT 24 - TULARE,TULARE,CA5400570,CHINOWTH APARTMENTS,C,Private (other),10,28,4/1/17,Mar.2017,Apr-17,CWS-Visalia,CA5410016,IOU,Water Outage,Capacity,0,0,0,1,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.334984,36.325368,Both,NA,NA,No,No,GW,NA,GW,GW,141165,612 S CHINOWTH ST VISALIA CA 93277,061070020081,"Block Group 1, Census Tract 20.08, Tulare County, California",1986,370,1482,367,110,97,27,50,52,48,0,13,179,143,136,138,31616,4567,814,158,33,26,781,162,408-367-8314,sjames@calwater.com,157492.052212,138382334.386,38126.06576804115,NA,7298.33459847948,3123.1140809998024,116393.65032485196,1254.7285392826311,57.555532359049906,20448.96563832238,7904.455733291273,76306.49620211734,38126.06576804115,22113.56107916293,16012.504688878224
DISTRICT 24 - TULARE,TULARE,CA5400966,WESTLAKE VILLAGE MHP,C,MHP,137,350,2/15/17,NA,Feb-17,CWS-Visalia,CA5410016,IOU,Water outage,Capacity,0,0,0,1,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.3183382,36.2877026,Both,NA,NA,No,No,GW,NA,GW,GW,141165,2400 W. MID VALLEY AVE VISALIA CA 93277,061070020103,"Block Group 3, Census Tract 20.10, Tulare County, California",2017,832,1107,282,1,2,7,12,144,171,0,13,62,65,696,797,86750,30770,787,229,727,221,60,41,408-367-8314,sjames@calwater.com,157492.052212,138382334.386,38126.06576804115,NA,7298.33459847948,3123.1140809998024,116393.65032485196,1254.7285392826311,57.555532359049906,20448.96563832238,7904.455733291273,76306.49620211734,38126.06576804115,22113.56107916293,16012.504688878224
DISTRICT 22- ANGELES,LOS ANGELES,CA1910141,RURBAN HOMES MUTUAL WATER CO.,C,MWC,304,1200,9/24/19,NA,Sep-19,San Gabriel Valley Water Co. -El Monte/Whittier,CA1910039,IOU,waterworks standard,TMF Capacity,0,0,1,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-118.004674,34.091739,Both,"I'm not entirely clear what ""waterworks standard"" means in the issue summary but I think TMF makes sense",NA,No,No,GW,NA,GW,GW,254000,5044 COGSWELL ROAD EL MONTE CA 91732,060374325021,"Block Group 1, Census Tract 4325.02, Los Angeles County, California",2097,1096,204,137,0,13,143,228,751,414,43,71,123,158,833,812,67353,11580,458,132,260,137,198,126,626-448-6183,RJDIPRIMIO@SGVWATER.COM,194475.04809,131901149.835,61226.463464864486,NA,60040.38103854438,2599.448127195713,234579.95980145523,2190.3753337083594,755.331627520771,74375.68752548222,15707.314036402071,78911.42211260172,61226.463464864486,37207.13067542595,24019.33278943854
LPA61 - PLACER COUNTY,PLACER,CA3100029,Timberland tract water company,C,IOU,127,200,NA,2-Jan-18,Jan-18,Tahoe City PUD,CA3100029,PUD,NA,NA,NA,NA,NA,NA,NA,NA,Managerial,Managerial,Voluntary,NA,NA,NA,Inst. diversity paper,"This I found in my own research for CWS paper, acquired by PUD in 2018. System ID number doesn't change","No records of change in ECM, would need to email LPA",No,No,GW,GW,GW,GW,200,740 Timberland Ln. Tahoe City CA 96145,060610221002,"Block Group 2, Census Tract 221, Placer County, California",93,81,93,81,0,13,0,13,0,13,0,13,0,13,0,13,NA,NA,41,35,36,34,5,8,530-580-6053,tlaliotis@tcpud.org,3703.93594267,646659.657226,0.2913742740465723,NA,0,0,0.6609221338129566,0,0,0,0,0.6609221338129566,0.2913742740465723,0.2558408259921122,0.03553344805446003
NA,SANTA BARBARA,CA4210700,VANDENBERG AIR FORCE BASE,C,Federal,1161,6763,NA,NA,Sep-15,"AMERICAN WATER O&M, LLC - VAFB",CA4210700,IOU,NA,NA,NA,NA,NA,NA,NA,NA,Managerial,Managerial,Voluntary,NA,NA,NA,Inst. diversity paper,Sept 2015 awarded american water 50 year contract,"confirm ""managerial consolidation"" definition",No,Yes,NA,SWP,SWP,SWP,14971,1172 ICELAND AVENUEVANDENBERG AFB CA 93437,060839802001,"Block Group 1, Census Tract 9802, Santa Barbara County, California",3646,541,2316,410,399,186,8,12,170,74,14,17,76,49,663,240,67917,11267,1106,176,0,13,1106,176,805-734-0043,luke.deras01@amwater.com,194890.332765,594653079.356,1105.6332925850675,NA,174.3012811446987,400.3174988679516,3714.336310578321,10.928683665562916,14.856564988560889,88.4270312972867,671.6713027801936,2353.8339478340667,1105.6332925850675,14.588020394932212,1091.0452721901352
NA,SAN BERNARDINO,CA3610060,SBDNO COUNTY SERVICE AREA W-1,C,CSA,647,1515,NA,NA,Jul-15,BDVWA - GOAT MOUNTAIN ID,CA3610060,Special Act District,NA,NA,NA,NA,NA,NA,NA,NA,Managerial,Managerial,Voluntary,NA,NA,NA,Inst. diversity paper,Annexed into larger system july 2015. Was county service area now part of special act district,Yes,No,Yes,NA,GW,GW,GW,1300,622 Jemez Trail Yucca Valley CA 92284,060710104352,"Block Group 2, Census Tract 104.35, San Bernardino County, California",697,179,551,156,0,13,92,62,21,17,0,13,18,27,15,20,34818,11116,337,73,250,62,87,50,760-364-2315,mwest@bdvwa.org,38144.075972,34831755.8379,154.44824079642194,NA,0.8817832657518991,12.32928280281515,352.3210650835425,0.24672801950606268,0,0.005948311663125547,16.086776391198438,322.77054629260783,154.44824079642194,140.85623574483745,13.592005051584508
LPA87 - YOLO COUNTY,YOLO,CA5700712,DUNNIGAN WATER WORKS,C,IOU,173,400,Aug-16,NA,Aug-16,CAL AM - DUNNIGAN,CA5700712,IOU,None,None,0,0,0,0,0,None,Managerial,Managerial,Voluntary,NA,-121.953173,38.8646105,Inst. diversity paper / tool,"Dunnigan water works, an IOU was acquired by Cal am another IOU in 2015 (end)","Yes, was added to map last refresh",No,No,NA,GW,GW,GW,400,5160 County Road 99W Dunnigan CA 95937,061130114002,"Block Group 2, Census Tract 114, Yolo County, California",1629,420,1352,403,0,13,0,13,35,55,0,13,17,26,225,189,31111,18291,662,160,388,120,274,123,916-568-4278,victoria.kunda@amwater.com,121698.677726,73967488.8617,115.60017023228613,NA,4.023283824370831,7.2973342663488054,308.061613536056,2.1077938890038136e-5,0,22.10117792941802,35.30336813862969,239.33642829934973,115.60017023228613,64.74931413628228,50.85085609600385
NA,TULARE,CA5400553,TRAVER WATER LLC,C,IOU,180,500,NA,NA,Aug-15,DEL ORO TRAVER DISTRICT,CA5400553,IOU,NA,NA,NA,NA,NA,NA,NA,NA,Managerial,Managerial,Voluntary,NA,NA,NA,Inst. diversity paper,Moved from private to IOU in 2015,"confirm ""managerial consolidation"" definition",No,Yes,NA,GW,GW,GW,660,36514 Zante Dr Traver CA 93673,061070003023,"Block Group 3, Census Tract 3.02, Tulare County, California",750,218,611,222,0,13,0,13,2,3,0,13,117,58,20,23,48194,8088,181,35,91,28,90,27,530-894-1100,corp.ceo@corporatecenter.us,5211.51134838,717508.62493,2.2462278480884965,108254.70491077699,0.024820197216447473,0,9.307573956167802,0,0,1.4519815371621771,0.24820197216447473,7.582570249624703,2.2462278480884965,1.12931897334836,1.1169088747401363
DISTRICT 21 - VALLEY,BUTTE,CA0400091,BUZZTAIL COMMUNITY SERVICE DISTRICT,C,CSD,30,99,NA,NA,Nov-15,DEL ORO WATER COMPANY - BUZZTAIL DIST.,CA0400091,IOU,NA,NA,NA,NA,NA,NA,NA,NA,Managerial,Managerial,Voluntary,NA,NA,NA,Inst. diversity paper,"Bought in 2015, previously CSD","No records of change in ECM, would need to email district",No,No,GW,GW,GW,GW,99,4541 Wilder Drive CHICO CA 95928,060070016022,"Block Group 2, Census Tract 16.02, Butte County, California",517,213,476,206,0,13,0,13,29,30,0,13,0,13,12,19,92682,23649,266,105,239,105,27,40,530-809-3958,corp.ceo@corporatecenter.us,12058.1090067,4993558.13978,11.13788378787025,1032281.3452273905,1.2142805633392377,0,21.64769142228917,0,0,0,0.5024609227610639,19.930949936188867,11.13788378787025,10.007346711657856,1.1305370762123939
NA,GLENN,CA1100404,BLACK BUTTE WATER CO.,C,IOU,87,249,NA,NA,Sep-15,DEL ORO WC - BLACK BUTTE DISTRICT,CA1100404,IOU,NA,NA,NA,NA,NA,NA,NA,NA,Managerial,Managerial,Voluntary,NA,NA,NA,Inst. diversity paper,"Acquired in 2015, to IOU Private water company previously but owner died and children didn't want to operate it","Black Butte Water Co CA4700832 is inactive, the physical location was 316 Pony Trail, Mt Shasta, CA 96067, far from Del Oro BB - which the boundary map shows to be (Orleans, CA)",No,Yes,NA,GW,GW,GW,284,4522 Cedar Ave Orland 95963,060210102001,"Block Group 1, Census Tract 102, Glenn County, California",1177,410,708,323,0,13,105,105,0,13,0,13,260,252,104,71,42468,2432,386,112,288,107,98,58,530-809-3958,corp.ceo@corporatecenter.us,2009.11284602,231699.275434,1.8331132601116462,116679.84620328834,0.10555798109329743,0,5.302630042601659,6.606326021462401e-5,0,0.5303525357071044,0.07683487488143322,4.589818587659609,1.8331132601116462,1.506781477689496,0.32633178242214994
NA,TEHAMA,CA5200574,LARKSPUR MEADOWS WATER CO.,C,IOU,31,70,NA,NA,Mar-17,DEL ORO WC - LARKSPUR MEADOWS,CA5200574,IOU,NA,NA,NA,NA,NA,NA,NA,NA,Managerial,Managerial,Voluntary,NA,NA,NA,Inst. diversity paper,"2016, private to IOU","No records of change in ECM, would need to email district",No,Yes,NA,GW,GW,GW,112,1320 Larkspur Ct Red Bluff CA 96080,061030007012,"Block Group 2, Census Tract 7.01, Tehama County, California",1846,547,1654,546,7,13,109,106,12,21,0,13,17,28,47,60,26270,16221,766,197,265,108,501,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
